ID,provincia,departamento,localidad,nombre_barrio,otros_nombres_barrio,tipo_de_barrio,cantidad_de_familias,anio_creo_barrio,luz,excretas,agua,energia_calefaccion,energia_cocinar,emergencias_policia,emergencias_bomberos,emergencias_ambulancia,plantacion_forestal,ribera_rio,pendiente,basural,torres_de_alta_tension,linea_de_tren,camino_de_alto_trafico,desechos_industriales,actividad_agropecuaria,relleno_sanitario,inundaciones,jardin_de_infantes,escuela_primaria,escuela_secundaria,hospital,sala_medica,comisaria,parada_transporte_publico,plaza,centro_de_deportes,alcantarillado,asfalto,alumbrado,recoleccion_de_residuos,organizaciones_externas,mayores_problemas_barrio1,cosas_que_mas_le_gustan1,poligono,IDENTIFICAR,anio
TE_002334,"BUENOS AIRES",HURLINGHAM,"WILLIAM C. MORRIS","El Molino 2","San Cosme y Damian",VILLA,60,1998,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","TANQUE COMUNITARIO (TANQUE DE AGUA LA QUE ESTAN CONECTADOS LOS VECINOS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","SI, HECHOS POR LOS VECINOS.",SÍ,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,TRANQUILIDAD,"-58.670679,-34.584718 -58.669199,-34.58593 -58.668679,-34.585418 -58.670114,-34.584202 -58.670679,-34.584718","CUMPLE CON LA DEFINICIÓN ",2016
TE_002335,"BUENOS AIRES",HURLINGHAM,"VILLA SANTOS TESEI","La Juanita","Las Malvinas",ASENTAMIENTO,75,1980,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)",OTRO,"CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","GAS NATURAL DE RED PÚBLICA","GAS NATURAL DE RED PÚBLICA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,SÍ,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,NINGUN/O/A,"-58.61919699999999,-34.61797 -58.61846599999999,-34.619434 -58.61846599999999,-34.619434 -58.619697,-34.619458 -58.61967499999999,-34.618005 -58.61919699999999,-34.61797","CUMPLE CON LA DEFINICIÓN ",2016
TE_002337,"BUENOS AIRES",HURLINGHAM,"VILLA SANTOS TESEI","Pasillo  (Malarredo , ex barrio mitre )",,VILLA,20,1965,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","SI, HECHOS POR LOS VECINOS.",NO,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,TRANQUILIDAD,"-58.6444563,-34.6186033 -58.6436892,-34.6179477 -58.6440378,-34.6176806 -58.6441666,-34.6177844 -58.6440539,-34.6178793 -58.6446977,-34.6184068 -58.6444563,-34.6186033","CUMPLE CON LA DEFINICIÓN ",2016
TE_002338,MISIONES,CAPITAL,GARUPÁ,"Horacio Quiroga",,ASENTAMIENTO,150,2003,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 50 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","DENTRO DEL BARRIO","DENTRO DEL BARRIO","DENTRO DEL BARRIO","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","DENTRO DEL BARRIO","DENTRO DEL BARRIO","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)",NO,NO,NO,NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-55.845248,-27.4554 -55.84411299999999,-27.454727 -55.84259100000001,-27.454283 -55.840366,-27.453879 -55.83848,-27.452432 -55.837379,-27.449557 -55.840223,-27.447428 -55.842717,-27.449808 -55.840433,-27.451566 -55.841584,-27.45261500000001 -55.841824,-27.452484 -55.842862,-27.453459 -55.843092,-27.453295 -55.843658,-27.453805 -55.844094,-27.453488 -55.84459099999999,-27.453953 -55.84564900000001,-27.455044 -55.845248,-27.4554","CUMPLE CON LA DEFINICIÓN ",2016
TE_002339,MISIONES,CAPITAL,POSADAS,30/10/2016,,VILLA,70,1985,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",,"ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","NO SABE / NO RESPONDE",NO,NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-55.949266,-27.376318 -55.948213,-27.376471 -55.948031,-27.375526 -55.950698,-27.375251 -55.950779,-27.37544 -55.94917,-27.375665 -55.949266,-27.376318","CUMPLE CON LA DEFINICIÓN ",2016
TE_002340,MISIONES,CAPITAL,POSADAS,"Villa del Barrio Rocamora","Chacra 61",VILLA,50,1930,OTRO,"DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","NO SABE / NO RESPONDE",NO,NO,NO,NO,NO,OTRO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-55.9106,-27.378799 -55.9116,-27.3787 -55.91162700000001,-27.378982 -55.91141999999999,-27.37900700000001 -55.911417,-27.379141 -55.91143700000001,-27.379329 -55.911225,-27.379346 -55.911268,-27.379607 -55.91076,-27.379665 -55.9106,-27.378799","CUMPLE CON LA DEFINICIÓN ",2016
TE_002341,MISIONES,CAPITAL,POSADAS,"Villa de la Chacra 244","Chacra 244, Chacra 245",VILLA,25,1995,"RED PÚBLICA CON MEDIDOR COMUNITARIO / SOCIAL. (NO HAY FACTURAS INDIVIDUALES, NO HAY UN MEDIDOR POR FAMILIA, SINO UNO O VARIOS MEDIDORES PARA MUCHAS FAMILIAS).","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)",NO,NO,NO,NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-55.94168000000001,-27.390087 -55.941634,-27.389447 -55.94231199999999,-27.389417 -55.942388,-27.390044 -55.94168000000001,-27.390087","CUMPLE CON LA DEFINICIÓN ",2016
TE_002342,MISIONES,CAPITAL,POSADAS,"Villa de la Ch 201",,VILLA,12,1985,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,NO,NO,NO,"FALTA DE PAVIMENTACIÓN","UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-55.94618499999999,-27.362151 -55.94588,-27.360383 -55.94611700000001,-27.360368 -55.946371,-27.362106 -55.94618499999999,-27.362151","CUMPLE CON LA DEFINICIÓN ",2016
TE_002343,MISIONES,CAPITAL,POSADAS,"El Mangal","Ch 189/Ch 192/El Laurel",VILLA,600,1980,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","GAS EN GARRAFA","A VECES","A VECES","A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","MÁS DE 50 CUADRAS(+5 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.",NO,NO,DROGA/ALCOHOL/TABACO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-55.935154,-27.363451 -55.934641,-27.360983 -55.93276,-27.361178 -55.932624,-27.360359 -55.934443,-27.360114 -55.93431000000001,-27.358574 -55.93611099999999,-27.35834 -55.936844,-27.36335800000001 -55.935154,-27.363451","CUMPLE CON LA DEFINICIÓN ",2016
TE_002344,MISIONES,CAPITAL,POSADAS,"La Guayabira",,ASENTAMIENTO,20,1995,OTRO,"DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA",SIEMPRE,,,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","OCASIONALMENTE (ALGUNAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","NO SABE / NO RESPONDE",NO,NO,"SI, PROVISTOS POR EL ESTADO.",NO,NO,OTRO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-55.927268,-27.361782 -55.92729600000001,-27.362005 -55.927902,-27.361929 -55.927885,-27.362201 -55.928175,-27.362168 -55.928135,-27.361928 -55.929028,-27.361844 -55.929137,-27.36164 -55.93054299999999,-27.361484 -55.930552,-27.361345 -55.927268,-27.361782","CUMPLE CON LA DEFINICIÓN ",2016
TE_002345,MISIONES,CAPITAL,POSADAS,"Villa de la Chacra 17","Villa Urquiza",VILLA,96,1982,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.",NO,NO,OTRO,"ÓPTIMA LOCALIZACIÓN","-55.893256,-27.390225 -55.893463,-27.391757 -55.894355,-27.391648 -55.894145,-27.390087 -55.893256,-27.390225","CUMPLE CON LA DEFINICIÓN ",2016
TE_002347,MISIONES,CAPITAL,POSADAS,"Chacra 27","Rowing Viejo",VILLA,200,1982,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","ENERGÍA ELÉCTRICA ( CALENTADOR/HORNO ELÉCTRICO)","A VECES",SIEMPRE,"A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","NO SABE / NO RESPONDE",NO,NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,OTRO,"-55.892943366278,-27.40280905855521 -55.89294,-27.402713 -55.89293800000001,-27.402639 -55.89278400000001,-27.402634 -55.892615,-27.402624 -55.892513,-27.402614 -55.892428,-27.402288 -55.892376,-27.401703 -55.892571,-27.401668 -55.89252900000001,-27.40157 -55.892532,-27.401489 -55.89257800000001,-27.401394 -55.89261299999999,-27.40127 -55.89369299999999,-27.401149 -55.893818,-27.401897 -55.894892,-27.401819 -55.894985,-27.402639 -55.892943366278,-27.40280905855521","CUMPLE CON LA DEFINICIÓN ",2016
TE_002348,CHACO,"SAN FERNANDO",RESISTENCIA,"As del 17 de Julio",,ASENTAMIENTO,60,2010,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO SABE / NO RESPONDE","GAS EN GARRAFA","A VECES",SIEMPRE,NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.",NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-59.046759,-27.481821 -59.047019,-27.48213700000001 -59.04613,-27.483015 -59.045517,-27.482358 -59.04999807116836,-27.47811551299041 -59.050364,-27.478481 -59.046759,-27.481821","CUMPLE CON LA DEFINICIÓN ",2016
